ARI,Group0,Group1
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, en, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, engawa, fusuma, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","chigaidana, doma, engawa, fusuma, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, en, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","en, engawa, fusuma, genkan, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","en, engawa, fusuma, genkan, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","en, engawa, fusuma, genkan, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","en, engawa, fusuma, genkan, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","en, engawa, fusuma, genkan, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, doma, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","en, engawa, fusuma, genkan, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi_sabi","chigaidana, en, engawa, fusuma, genkan, ma, mu, shōji, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, en, engawa, fusuma, genkan, ma, mu, sabi, shōji, tomeishi"
0.0,"aware, byōbu, chashitsu, doma, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi_sabi","chigaidana, en, engawa, fusuma, genkan, ma, sabi, shōji, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, doma, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi","chigaidana, en, engawa, fusuma, genkan, ma, mu, shōji, tomeishi, wabi_sabi"
